"class","cap.diameter","cap.shape","cap.surface","cap.color","does.bruise.or.bleed","gill.attachment","gill.spacing","gill.color","stem.height","stem.width","stem.root","stem.surface","stem.color","veil.type","veil.color","has.ring","ring.type","spore.print.color","habitat","season"
"p",10.83,"x","e","n","t","p","","o",8.55,23.59,"","","u","","","f","f","","d","u"
"p",2.25,"s","","u","f","a","","w",3.61,6.63,"","","y","","","f","f","","d","a"
"p",1.91,"b","","n","f","a","","g",5.15,2.04,"","s","g","","","f","f","","d","u"
"e",13.84,"f","y","w","f","","","w",26.34,21.58,"s","","n","","","t","m","","d","u"
"e",8.4,"x","s","e","f","a","d","w",9.55,16.36,"","i","n","","","t","","w","d","u"
"e",3.7,"b","g","n","f","x","d","w",5.18,3.16,"","","y","","","f","f","","g","u"
"p",2.15,"b","g","y","f","","c","n",6.16,3.5,"","","n","","","f","f","","m","u"
"p",4.14,"b","y","n","f","","c","u",5.68,4.64,"s","s","w","","","f","f","","d","a"
"p",1.94,"f","i","k","f","a","","p",3,2.45,"","","w","","","f","f","p","g","u"
"p",14.24,"s","k","n","f","d","c","y",4.82,31.34,"","k","k","","","f","f","","d","u"
"p",0.86,"b","t","n","f","","c","g",3.33,2.49,"","","n","","","t","f","","g","u"
"e",7.35,"x","","y","f","a","c","w",5.22,13.56,"","","w","","","f","f","","d","w"
"p",3.35,"b","w","u","f","a","c","g",7.09,6.93,"","s","u","","","f","f","","d","u"
"e",13.31,"x","s","w","t","e","","g",8.21,16.97,"s","","w","","","t","l","","m","a"
"p",5.63,"s","","n","t","d","c","p",5.92,5.86,"","","n","","","f","f","","d","u"
"p",12.26,"x","e","y","t","p","","e",9.45,30.88,"","","e","","","f","f","","d","a"
"e",13.57,"p","s","n","t","e","","g",10.94,17.68,"s","","w","","","t","l","","m","u"
"e",5.47,"x","","w","f","e","","w",5.41,12.36,"b","","w","u","w","t","g","","d","u"
"e",9.89,"s","","w","t","d","c","y",6.41,27.03,"","","w","","","f","f","","d","u"
"e",4.02,"x","k","n","f","p","","e",4.61,9.97,"","","n","","","f","f","","d","a"
"p",19.05,"s","k","w","t","d","d","w",6.94,34.38,"","","w","","","f","f","","d","u"
"e",16.91,"p","w","n","f","p","","w",13.75,67.4,"","","n","","","f","f","","d","u"
"e",5.35,"x","h","g","f","a","d","n",5.56,4.1,"","t","g","","","t","l","","d","w"
"p",2.95,"b","t","r","f","a","","r",4.81,6.11,"","t","r","","","f","f","","m","u"
"p",3.34,"x","t","n","f","s","c","p",5.32,7.54,"","","w","","n","t","z","","d","a"
"e",10.11,"x","e","y","f","x","c","w",7.46,18.97,"","","w","","","f","f","","d","a"
"p",5.45,"c","k","w","t","x","c","r",6.59,13.02,"","","w","","","f","f","","g","u"
"e",2.11,"x","","u","f","","d","u",5.35,3.95,"","","w","","","f","f","","d","w"
"p",6.1,"x","d","n","t","d","c","w",6.38,8.64,"","","e","","","f","f","","d","a"
"p",3.53,"x","k","w","f","s","","p",3.95,2.69,"","","n","","","f","f","p","g","a"
"e",3.77,"f","s","w","f","d","d","w",3.48,6.44,"","","w","","","f","f","","m","w"
"p",8.94,"f","h","r","f","","c","w",10.78,12.95,"","","w","u","w","t","p","","d","u"
"p",4.86,"o","","w","f","f","f","f",5.9,31.54,"","g","w","","","t","f","","d","a"
"e",6.46,"f","","n","f","x","c","w",6.19,14.06,"","s","w","","","f","f","","d","u"
"e",7.13,"x","i","n","f","e","c","n",4.86,12.74,"","","w","","","t","r","","w","u"
"p",11,"x","h","r","f","","c","w",11.44,17.86,"","","w","u","w","t","p","","d","a"
"p",4.73,"f","d","n","f","x","c","w",5.46,3.39,"b","i","n","","","f","f","","d","u"
"p",3.43,"s","d","w","f","a","d","w",3.91,2.76,"","h","w","","","f","f","","g","a"
"p",11.05,"p","","n","f","p","","w",12.19,33.2,"c","","n","","","f","f","p","d","a"
"p",4.07,"b","h","l","f","s","c","u",6.73,7.05,"","y","n","","","t","e","u","m","a"
"p",5.05,"c","e","w","t","x","c","p",4.85,12.04,"","","w","","","f","f","","g","a"
"e",15.2,"x","y","n","t","e","","w",9.06,16.87,"","","w","","","t","","","g","a"
"p",5.63,"o","t","w","f","","c","w",0,0,"f","f","f","","","f","f","n","d","u"
"p",2.2,"x","g","n","f","a","","w",5.22,2.06,"","","w","","","f","f","","d","u"
"p",8.32,"f","","y","f","x","c","n",6.56,10.48,"","","w","","","f","f","","d","a"
"p",7.19,"p","s","n","f","","","w",12.24,12.74,"","s","w","","","t","z","","g","w"
"p",5.27,"c","k","y","t","x","c","y",5.86,11.92,"","","w","","","f","f","","d","u"
"p",12.36,"x","i","y","f","a","","y",14.07,26.14,"r","","y","","","t","r","n","d","w"
"e",10.58,"s","","w","t","d","c","p",5.69,24.52,"","","w","","","f","f","","d","a"
"p",3.72,"b","h","n","f","","","n",10.46,5.89,"","","w","","","t","","k","g","u"
"e",6.15,"s","","n","f","d","c","w",5.25,8.15,"","s","w","","","f","f","","d","a"
"e",4.48,"x","t","o","f","p","","n",6.03,12.38,"","","e","","","f","f","","d","u"
"p",7.84,"f","d","e","t","d","c","w",6.35,8.21,"","","e","","","f","f","","d","u"
"p",3.11,"s","w","n","t","d","c","n",3.96,6.18,"","","n","","","f","f","","d","u"
"p",9.83,"x","t","n","f","a","d","w",11.25,31.79,"","","w","","","f","f","","d","a"
"e",3.89,"x","h","n","f","x","c","w",3.81,4.66,"","y","n","","","t","r","","d","w"
"e",5.67,"s","","n","f","d","c","w",4.76,8.35,"","s","w","","","f","f","","h","u"
"p",8.64,"x","y","n","f","a","c","n",13.02,12.03,"","y","n","","","t","","","d","a"
"p",4.78,"x","","y","f","s","d","y",4.85,12.65,"","i","y","","","f","f","","d","a"
"p",6.83,"x","s","r","t","s","d","w",6.15,16.39,"r","y","n","","","f","f","","d","u"
"e",8.33,"x","","y","f","e","","w",6.35,12.16,"b","","w","u","w","t","g","","d","u"
"p",3.98,"x","s","y","f","","c","k",8.33,8.14,"","","y","u","w","t","z","r","d","u"
"p",4,"f","l","n","f","x","d","y",6.11,5.18,"","","y","","","f","f","","l","u"
"p",4.62,"b","s","e","f","e","","g",5.69,7.07,"","","k","","","f","f","","g","a"
"p",4.71,"f","l","e","f","x","d","y",6.29,5.29,"","","y","","","f","f","","d","u"
"e",4.73,"x","","y","f","a","c","o",3.66,9.62,"","","w","","","f","f","","d","u"
"e",6.79,"s","l","n","f","f","f","f",7.12,42.13,"","","n","","","f","f","g","d","a"
"e",5.6,"x","t","o","f","a","d","w",7.43,6.37,"","s","o","","","f","f","","d","a"
"p",7.76,"s","","o","t","d","","o",4.19,11.87,"","","w","","","t","f","","d","a"
"e",3.87,"f","t","n","f","d","","o",6.12,8.21,"","t","w","","","f","f","","d","w"
"e",7.54,"f","s","n","f","s","c","w",6.67,9.79,"b","i","w","","","f","f","","d","a"
"p",13.66,"x","s","g","f","s","","p",7.44,17.07,"","i","n","","","f","f","","d","a"
"e",18.82,"p","y","n","f","","","w",28.83,21.45,"s","","n","","","t","m","","m","u"
"e",4.2,"s","","y","f","f","f","f",6.32,7.3,"","","o","","","f","f","","d","a"
"p",7.01,"f","d","n","t","d","c","w",6.72,9.57,"","","e","","","f","f","","d","a"
"e",5.44,"p","","n","f","f","f","f",6.51,19.44,"","","n","","","f","f","","l","s"
"p",5.72,"x","e","e","f","a","","n",7.64,10.3,"","","e","","w","t","z","","d","a"
"p",4.89,"o","","w","f","f","f","f",6.38,34.64,"","g","w","","","t","f","","d","u"
"p",1.5,"f","h","y","f","","","n",7.69,3.15,"","","y","","","f","f","","g","a"
"p",7.27,"x","s","n","f","s","","g",5.38,7.1,"","y","n","","","f","f","","d","w"
"e",6.58,"x","h","n","f","x","c","n",5.84,6.22,"","y","n","","","t","r","","d","u"
"e",12.69,"x","d","n","f","p","","w",14.62,33.15,"s","y","w","","","f","f","","d","u"
"p",4.57,"f","k","y","f","p","","n",2.64,4.18,"","k","n","","","t","f","","d","u"
"e",8.23,"f","","g","f","s","c","g",4.99,17.41,"b","","u","","","f","f","","d","a"
"e",7,"x","d","y","t","p","","y",5.51,11.42,"","","e","","","f","f","","d","u"
"p",3.38,"x","s","o","f","d","","y",2.79,5.79,"","","o","","","f","f","","h","a"
"p",9.52,"f","y","e","f","s","c","y",7.45,16,"","y","u","","","f","f","","d","a"
"e",14.44,"f","e","g","f","a","c","w",7.23,24.51,"s","","w","","","f","f","","d","a"
"e",5.54,"f","y","n","f","s","","w",4.99,8.06,"","","w","","","f","f","","d","u"
"p",7.41,"x","i","y","f","a","c","n",8.65,8.61,"","i","n","","k","t","z","k","g","u"
"p",1.27,"s","s","y","f","f","f","f",3.99,5.46,"","","y","","","f","f","","d","u"
"p",7.62,"f","h","e","f","x","d","w",6.54,17.98,"b","","w","","","f","f","","d","u"
"p",8.45,"x","h","r","f","","c","w",10.72,14.5,"","","w","u","w","t","g","","d","a"
"e",7.54,"f","s","n","f","s","c","w",5.92,10.26,"b","i","n","","","f","f","","l","u"
"e",10.34,"x","d","w","f","s","c","w",8.58,33.58,"","","w","","","f","f","","d","u"
"p",3.23,"x","","p","f","x","","w",5.04,6.08,"","","w","","","f","f","","d","u"
"e",7.4,"f","d","b","f","d","d","b",6.85,12.18,"","","w","","","f","f","","d","w"
"p",3.72,"b","t","n","f","x","c","p",5.49,4.06,"","i","n","","","f","f","","m","a"
"e",11.09,"f","s","y","f","a","d","w",9.36,16.17,"","i","n","","","t","","w","d","u"
"e",11.57,"x","y","e","f","","","w",8.15,29.22,"b","","n","","w","t","e","","d","a"
"p",1.67,"b","","n","f","a","","g",4.67,2.01,"","s","g","","","f","f","","d","u"
"e",49.87,"o","y","y","f","p","","y",6.04,28.75,"","k","n","","","f","f","","d","u"
"p",1.27,"b","h","n","f","a","","n",4.26,1.36,"","t","n","","","f","f","","g","a"
"e",9.1,"p","y","n","t","e","","p",8.64,15.99,"","y","w","","","t","l","","d","a"
"e",7.42,"x","h","n","f","p","d","y",6.74,12.48,"","s","n","","","f","f","","d","a"
"p",5.79,"s","d","o","f","d","c","y",3.79,6.34,"","","y","","","f","f","","d","u"
"e",9.53,"x","t","n","t","p","","y",7.74,17.63,"","","n","","w","t","p","","d","u"
"e",3.85,"x","s","w","f","d","d","w",4.12,7.33,"","","w","","","f","f","","g","a"
"e",4.52,"x","","w","f","x","c","n",7.82,9.07,"b","","n","","w","t","","","d","u"
"p",5.35,"c","k","y","t","x","c","p",7.23,12.57,"","","w","","","f","f","","d","u"
"p",1.43,"s","s","y","f","f","f","f",4.57,6.86,"","","y","","","f","f","","d","u"
"e",11.72,"f","","g","f","d","c","y",2.47,14.05,"","","w","","","f","f","","d","a"
"p",9.37,"x","e","y","f","a","","o",9.69,19.97,"r","","y","","","t","r","n","d","w"
"p",5.92,"s","d","e","t","d","c","y",5.48,9.27,"","","n","","","f","f","","d","a"
"e",7.13,"f","s","o","f","s","","n",9.24,12.84,"","i","o","","","f","f","","d","a"
"e",7.24,"x","d","y","t","p","","y",5.61,12.49,"","","y","","","f","f","","d","a"
"e",6.35,"x","h","n","f","e","","w",13.88,13.57,"","s","n","u","w","f","f","","d","u"
"e",8.39,"x","e","y","f","x","c","w",7.97,23.56,"","","w","","","f","f","","d","a"
"e",4.6,"x","","y","f","a","c","o",4.65,9.25,"","","w","","","f","f","","d","a"
"p",2.09,"p","t","n","f","a","c","g",6.96,2.48,"","t","y","","","t","e","","m","u"
"p",11.69,"f","t","r","t","d","c","n",7.06,17.05,"","","n","","","f","f","","h","a"
"p",2.85,"o","","k","f","f","f","f",3.26,13.01,"","g","g","","","f","f","","d","a"
"e",3.64,"x","h","n","f","","c","k",5.75,6.82,"","s","w","","w","f","f","k","d","u"
"e",5.09,"f","t","n","f","a","d","w",7.42,5.6,"","s","o","","","f","f","","d","a"
"e",6.14,"f","h","n","f","s","","n",8.47,12.42,"","i","o","","","f","f","","d","a"
"e",12.47,"x","","n","t","","","w",12.64,21.59,"b","","w","u","w","t","g","","d","u"
"e",5.15,"f","y","y","f","","","w",6.66,24.98,"b","","n","","w","t","e","","d","a"
"p",4.23,"b","t","n","f","x","c","p",6.75,4.25,"","i","n","","","f","f","","m","a"
"p",11.45,"p","","n","f","p","","w",8.84,31.01,"c","","n","","","f","f","w","d","u"
"e",15.48,"x","w","n","f","p","","w",12.33,71.14,"","","n","","","f","f","","d","u"
"e",3.56,"b","g","w","f","x","d","w",5.18,3.2,"","","y","","","f","f","","g","u"
"p",1.59,"x","k","n","f","","","n",3.35,1.58,"","","n","","","f","f","","d","u"
"e",6.12,"x","s","n","f","x","c","w",7.61,11.04,"","s","n","","","f","f","","l","a"
"p",4.43,"x","h","o","f","a","c","n",4.41,6.26,"","y","n","","","t","z","","d","w"
"e",9.85,"x","h","n","t","p","","n",8.27,18.34,"","","n","","w","t","p","","d","u"
"e",5.03,"c","t","n","f","e","","w",11.16,11.36,"","s","w","u","w","f","f","","d","u"
"p",17.29,"s","k","n","f","d","c","y",6.16,34.53,"","k","n","","","f","f","","d","a"
"p",4.65,"x","t","o","f","a","c","n",5.57,6.88,"","y","n","","","t","z","","d","w"
"p",3.88,"x","t","n","f","s","c","p",5.44,7.91,"","","w","","n","t","z","","d","a"
"e",3.5,"f","s","w","f","d","d","w",3.48,6.51,"","","w","","","f","f","","g","a"
"p",7,"f","d","n","t","d","c","y",5.97,9.35,"","","e","","","f","f","","d","a"
"e",6.11,"s","","n","f","d","c","w",4.84,7.14,"","s","w","","","f","f","","h","a"
"e",5.49,"x","h","y","t","x","c","y",6.73,12.58,"","","w","","","f","f","","d","a"
"p",9.64,"o","t","o","f","","c","y",1.73,17.89,"","","n","","","f","f","","d","w"
"e",8.38,"x","s","n","t","e","","n",7.75,16.75,"s","","w","","","t","l","","m","u"
"p",9,"f","","y","f","x","c","y",7.52,13.49,"","","w","","","f","f","","d","u"
"p",1.07,"b","t","y","f","","c","g",3.92,2.47,"","","n","","","t","f","","m","a"
"p",5.79,"s","d","e","t","d","c","w",5.95,8.56,"","","n","","","f","f","","d","a"
"p",3.65,"f","","w","f","x","c","p",8.89,4.4,"","","p","","","f","f","","l","a"
"p",19.89,"x","k","w","t","d","d","w",7.28,33.66,"","","w","","","f","f","","d","w"
"p",2.37,"b","","g","f","a","","g",5.59,2.1,"","s","g","","","f","f","","d","a"
"e",10.83,"s","","g","f","s","c","b",6.74,16.97,"","","u","","","f","f","","l","w"
"e",15.6,"x","t","n","f","p","","y",9.06,60.66,"","","n","","","f","f","","d","a"
"e",9.52,"x","y","w","f","e","c","n",4.95,12.87,"","","w","","w","t","e","","g","u"
"p",4.56,"s","k","n","f","p","","n",2.88,5.42,"","k","n","","","t","f","","d","u"
"p",2.88,"s","w","n","t","d","c","n",3.46,5.68,"","","n","","","f","f","","d","a"
"p",5.07,"s","d","y","f","d","c","o",3.28,6.5,"","","o","","","f","f","","h","a"
"p",7.32,"s","t","n","f","x","c","y",5.43,15.27,"","","y","","","f","f","","d","a"
"p",2.06,"b","","n","f","a","","g",4.52,1.87,"","s","n","","","f","f","","d","a"
"e",6.6,"x","","w","f","e","","w",6.26,12.83,"b","","w","u","y","t","g","","d","u"
"e",5.71,"p","","n","f","f","f","f",6.1,20.99,"","","n","","","f","f","","d","s"
"e",5.75,"p","","g","f","f","f","f",4.25,19.59,"","","n","","","f","f","","d","s"
"p",6.65,"x","","y","f","s","d","y",7.2,15.76,"","i","y","","","f","f","","d","a"
"p",9.65,"s","t","p","t","d","c","p",8.37,15.93,"","","p","","","t","f","","d","a"
"p",6.48,"p","s","g","f","","","g",10.47,13.33,"","s","w","","","t","z","","d","a"
"p",3.98,"f","l","y","f","x","d","y",6.69,5.32,"","","n","","","f","f","","l","u"
"p",4.62,"b","t","r","f","s","c","u",6.53,7.67,"","y","w","","","t","e","k","m","a"
"e",6.36,"x","s","n","f","e","c","p",6.62,9,"","i","n","","","f","f","p","d","s"
"e",9.87,"p","y","n","t","e","","p",9.43,17.85,"","y","w","","","t","p","","l","a"
"p",7.86,"f","h","r","f","","c","w",10.8,14.63,"","","w","u","w","t","g","","d","u"
"e",4.29,"s","","y","f","f","f","f",6.53,7.78,"","","o","","","f","f","","d","a"
"p",4.38,"f","k","y","f","p","","n",2.32,3.74,"","k","n","","","t","f","","d","u"
"p",4.82,"f","k","n","f","p","","n",3.85,6.07,"","k","n","","","t","f","","d","u"
"e",3.71,"b","g","n","f","a","d","g",5.25,3.75,"","s","g","","","f","f","","d","s"
"p",1.23,"b","t","n","f","","c","k",4.11,2.58,"","","n","","","t","f","","g","a"
"p",3.06,"f","y","p","f","e","c","n",3.83,3.37,"","k","w","","","t","e","","d","u"
"p",6.04,"s","","n","t","d","c","w",6.64,7.32,"","","n","","","f","f","","d","u"
"e",3.19,"b","y","n","f","","c","n",6.61,3.29,"","","w","","","f","f","","d","s"
"e",12.31,"x","s","n","f","x","","n",7.54,25.26,"","","p","","","f","f","","d","u"
"p",1.7,"c","t","y","f","","","y",6.69,2.55,"","","y","","","f","f","","g","u"
"p",2.57,"x","g","e","f","a","","p",8.29,2.44,"","","w","","","f","f","","d","a"
"e",15.19,"x","e","n","t","e","","w",9.43,16.8,"","","w","","","t","","","g","a"
"p",6.18,"f","w","n","f","x","","w",16.89,7.35,"r","g","n","","","f","f","","d","a"
"p",3.51,"b","s","y","f","","c","k",8.04,7.28,"","","y","u","w","t","z","k","d","a"
"p",2.42,"x","g","n","f","a","","p",5.97,2.48,"","","w","","","f","f","","d","u"
"e",12.27,"x","s","n","f","x","","n",7.98,24.26,"","","p","","","f","f","","d","w"
"p",0.83,"b","t","y","f","","c","k",2.98,2.4,"","","n","","","t","f","","m","u"
"e",5.23,"x","","y","f","a","c","o",4.91,10.12,"","","w","","","f","f","","d","u"
"e",4.6,"x","d","n","f","p","","n",4.58,9.88,"","","y","","","f","f","","d","a"
"p",2.46,"f","y","o","f","a","","o",2.72,5.65,"","","y","","","f","f","","h","a"
"e",1.4,"x","t","y","f","d","","w",5.97,1.89,"","t","y","","","f","f","","g","a"
"e",10.17,"x","t","n","t","p","","y",7.8,17.32,"","","n","","w","t","p","","d","a"
"p",3.38,"s","d","w","f","a","d","w",4.09,2.66,"","h","w","","","f","f","","g","a"
"p",0.9,"x","g","p","f","a","","n",3.99,0.98,"","s","k","","","f","f","","d","s"
"e",17.45,"x","t","n","f","p","","w",16.8,70.33,"","","n","","","f","f","","d","a"
"e",6.92,"x","h","n","f","x","c","n",5.69,6.09,"","s","n","","","t","r","","d","s"
"e",7.5,"f","","n","f","s","c","g",7.54,19.93,"b","","u","","","f","f","","d","a"
"p",11.64,"x","e","n","t","p","","e",9.51,30.92,"","","u","","","f","f","","d","u"
"e",10.95,"x","i","n","t","e","","p",9.12,18.99,"","y","w","","","t","p","","d","a"
"e",6.8,"x","","g","t","p","","g",10.58,23.3,"","y","w","","","f","f","","d","u"
"p",24.13,"f","s","e","f","p","","y",5.62,40.83,"","","n","","","f","f","","d","w"
"e",0.55,"b","g","w","f","","","g",2.89,1.36,"","","w","","","f","f","","d","u"
"e",2.88,"b","y","n","f","","c","n",7.29,3.61,"","","w","","","f","f","","d","a"
"p",8.49,"x","i","y","f","a","c","n",8.12,9.01,"","i","n","","k","t","z","k","d","u"
"e",10.13,"s","t","p","t","d","c","o",5.76,16.55,"","","w","","","f","f","","d","a"
"p",7.54,"f","t","e","f","x","d","w",5.82,17.13,"b","","w","","","f","f","","d","u"
"e",9.15,"x","s","n","f","e","c","w",7.71,11.19,"","i","n","","","f","f","p","d","a"
"e",6.81,"f","s","k","f","a","c","w",3.28,11.81,"","","w","","","f","f","","d","a"
"e",8.21,"f","s","n","f","x","","n",6.62,22.79,"","","p","","","f","f","","d","w"
"p",2.99,"f","w","n","t","d","c","y",3.57,6.29,"","","n","","","f","f","","d","a"
"e",4.17,"f","s","w","f","d","d","w",2.83,5.86,"","","w","","","f","f","","m","a"
"e",5.61,"f","h","k","f","s","d","w",5.09,10.31,"","s","g","","","f","f","","d","u"
"p",6.27,"s","t","g","t","d","","g",4.32,11.93,"","t","g","","","f","f","","d","a"
"p",9.29,"p","","n","f","p","","p",10.07,31.48,"c","","n","","","f","f","w","d","a"
"p",8.12,"b","t","w","f","e","c","w",13.57,14.43,"","y","w","u","w","t","e","","d","u"
"e",5.29,"f","y","n","f","s","","w",5.04,7.93,"","","w","","","f","f","","d","a"
"p",3.32,"o","","w","f","f","f","f",5.31,28.61,"","g","w","","","t","f","","p","a"
"p",4.18,"x","h","o","f","a","c","n",5.44,6.47,"","y","n","","","t","z","","d","w"
"e",2.4,"s","y","n","f","d","d","p",5.09,3.06,"","i","n","","","f","f","","l","u"
"p",3.35,"f","d","b","f","x","c","y",4.04,2.82,"b","i","n","","","f","f","","d","a"
"e",5.37,"c","t","n","f","e","","w",12.38,12.45,"","s","n","u","w","f","f","","d","u"
"p",3.53,"f","t","r","f","a","","r",5.06,6.58,"","t","r","","","f","f","","d","a"
"e",5.41,"o","","n","f","f","f","f",5.9,21.4,"","","n","","","f","f","","d","s"
"e",6.66,"x","y","n","f","e","c","p",5.97,9.73,"","y","n","","","f","f","","d","u"
"e",3.68,"b","g","n","f","x","d","w",4.25,3.13,"","","y","","","f","f","","g","a"
"e",3.43,"x","d","e","f","a","c","o",4.15,6.39,"","","e","","","f","f","","m","w"
"e",54.46,"o","y","y","f","p","","y",7.14,35.58,"","k","n","","","f","f","","d","u"
"p",6.38,"x","t","n","f","x","c","y",4.06,11,"","","y","","","f","f","","d","a"
"e",6.29,"x","h","n","f","x","c","w",6.19,7,"","y","n","","","t","r","","d","u"
"e",5.68,"f","","l","f","d","c","y",2.15,13.11,"","","w","","","f","f","","d","w"
"p",5.93,"f","t","e","f","x","d","w",5.48,17.09,"b","","w","","","f","f","","d","u"
"e",3.55,"x","","y","f","a","c","o",3.9,8.88,"","","w","","","f","f","","d","a"
"e",21.27,"f","y","n","f","","","w",29.93,21.4,"s","","n","","","t","m","","d","u"
"p",4.56,"x","y","n","f","a","c","n",7.56,9.54,"","y","y","","","t","","","d","u"
"e",3.38,"b","y","n","f","","c","n",7.06,3.09,"","","w","","","f","f","","d","a"
"p",3.36,"b","w","r","f","a","","r",5.11,4.97,"","t","r","","","f","f","","m","u"
"p",16.95,"x","g","n","f","p","","y",4.62,37.65,"","","n","","","f","f","","d","w"
"e",2.43,"x","","b","f","","d","w",6.48,5.17,"","","w","","","f","f","","d","w"
"p",6.69,"f","w","e","f","x","","w",13.62,7.77,"r","g","n","","","f","f","","d","u"
"e",2.72,"x","","b","f","","d","u",6.05,4.25,"","","w","","","f","f","","d","w"
"e",9.49,"f","e","b","f","","c","b",4.57,18.12,"","","w","","","t","f","","d","a"
"e",9.86,"x","s","n","t","p","","n",9.05,18.31,"","","n","","w","t","p","","d","a"
"e",3.9,"x","d","n","f","p","","y",5.13,10.47,"","","n","","","f","f","","d","a"
"e",20.46,"p","w","n","f","p","","w",21.49,76.2,"","","n","","","f","f","","d","u"
"e",14.72,"p","s","n","t","e","","n",13.93,19.18,"s","","w","","","t","r","","m","u"
"p",4.09,"b","h","n","f","","","k",13.2,6.63,"","","w","","","t","","k","g","w"
"p",4.66,"f","","u","f","a","","w",5.06,7.5,"","","y","","","f","f","","d","a"
"e",6.09,"x","y","n","f","e","c","p",4.83,13.64,"","","w","","","t","l","","w","u"
"p",2.38,"c","","u","f","a","c","n",3.68,3.52,"","i","w","","","f","f","","p","u"
"e",8.96,"s","","g","f","s","c","p",7.62,20.29,"b","","u","","","f","f","","d","w"
